name,21Feb68_A01-L1_S1_Pooled_R1_001.fastq.gz,21Feb68_A02-L1_S2_Pooled_R1_001.fastq.gz,21Feb68_B01-L1_S3_Pooled_R1_001.fastq.gz,21Feb68_B02-L1_S4_Pooled_R1_001.fastq.gz,21Feb68_C01-L1_S5_Pooled_R1_001.fastq.gz,21Feb68_C02-L1_S6_Pooled_R1_001.fastq.gz,21Feb68_D01-L1_S7_Pooled_R1_001.fastq.gz,21Feb68_D02-L1_S8_Pooled_R1_001.fastq.gz,21Feb68_E01-L1_S9_Pooled_R1_001.fastq.gz,21Feb68_E02-L1_S10_Pooled_R1_001.fastq.gz,21Feb68_F01-L1_S11_Pooled_R1_001.fastq.gz,21Feb68_F02-L1_S12_Pooled_R1_001.fastq.gz,21Feb68_G01-L1_S13_Pooled_R1_001.fastq.gz,21Feb68_G02-L1_S14_Pooled_R1_001.fastq.gz,21Feb68_H01-L1_S15_Pooled_R1_001.fastq.gz
NPC1,3770,10510,6494,7761,8193,7573,12522,6780,5696,2078,8802,1847,6299,1607,3841
Y_RNA,1,3,0,0,4,1,2,0,1,0,7,0,2,0,0
ANKRD29,12,88,25,40,7,55,116,38,78,3082,21,4957,73,1579,46
RPS10P27,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
LAMA3,266,497,529,890,284,1153,735,1014,1118,6916,588,8368,352,2547,270
RPL23AP77,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC02958,0,0,0,0,0,0,0,0,2,15,0,34,0,10,0
TTC39C,653,964,699,607,464,798,1103,736,627,42,528,26,786,154,476
TTC39C-AS1,10,5,6,5,7,9,27,3,2,0,6,2,5,11,0
None,2,1,5,0,0,0,0,2,0,0,0,0,0,2,0
None,10,5,6,2,4,2,2,5,6,7,2,0,5,4,2
RNU5A-6P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,15,17,4,9,3,6,5,7,14,2,4,2,13,16,15
CABYR,501,867,391,539,317,872,1472,852,510,59,434,28,764,123,390
None,34,23,28,18,11,28,40,26,25,5,10,9,24,43,17
OSBPL1A,2855,2461,3104,2731,1867,3853,2809,3770,2583,1299,2196,2100,2750,1097,1445
RNA5SP452,0,1,2,3,3,1,4,6,1,0,4,0,0,0,2
Metazoa_SRP,2,0,4,3,5,5,3,1,6,0,13,6,1,0,0
RNU6-435P,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0
MIR320C2,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
None,11,5,6,2,5,5,12,12,4,3,4,2,5,2,1
None,2,0,0,1,4,0,8,1,1,7,1,8,4,50,0
IMPACT,3420,3926,2678,2628,1495,2967,3824,3094,2946,824,1753,1629,3937,575,2079
Y_RNA,0,0,5,1,3,1,7,1,0,0,1,0,0,0,2
None,7,7,9,6,7,10,25,8,4,0,8,1,12,2,1
HRH4,4,42,7,17,37,16,72,15,5,1,24,0,27,1,13
None,0,1,0,1,3,0,2,0,0,0,0,0,0,1,0
None,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0
EIF4A3P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01915,18,297,6,25,1,7,60,15,12,8,0,12,188,2,127
None,0,17,4,3,1,3,0,5,4,1,2,0,20,0,16
RAC1P1,2,5,1,0,1,0,0,1,2,0,0,0,5,0,7
PPIAP57,3,2,1,1,1,1,1,1,1,0,0,0,4,0,2
None,7,32,10,9,5,8,35,7,3,3,3,1,23,7,23
LINC01894,6,3,5,1,2,3,3,1,3,0,5,1,3,1,2
WBP2P1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0
None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ZNF521,1857,2075,1686,2317,606,2647,1414,2719,1620,487,783,824,1576,221,1368
None,0,0,1,2,1,3,3,1,0,0,1,1,0,0,1
None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RN7SL97P,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SS18,7777,8413,7069,7725,4915,10411,6029,10017,8848,1616,6211,2531,7976,1656,5029
RPS24P18,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
PSMA8,0,1,0,1,0,0,0,0,1,0,1,3,0,0,0
DHFRP1,182,113,115,77,30,86,63,85,115,4,46,11,120,1,43
NPM1P2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
TAF4B,471,1828,572,1031,388,1358,2876,1366,595,23,482,28,1415,60,606
SINHCAFP1,35,65,35,42,49,78,49,69,38,4,48,2,43,1,21
None,0,0,0,0,0,1,3,0,2,0,0,0,0,0,0
None,0,0,0,0,0,0,3,0,0,0,1,0,0,0,4
RNU6-1289P,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
LINC01543,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
KCTD1,2059,3607,3631,4712,1861,6399,1671,6111,3703,162,2038,182,3285,328,2542
None,514,463,774,897,639,1767,214,1666,1074,31,895,21,467,26,466
None,12,6,12,10,2,15,2,13,19,2,2,1,8,2,16
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MIR8057,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
CIAPIN1P,3,5,7,6,1,8,7,3,6,2,5,0,6,3,3
AQP4-AS1,26,10,7,6,7,8,10,13,13,8,5,20,12,72,5
PCAT18,6,3,2,2,1,3,1,4,11,1,2,0,4,22,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
U3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,1,0,0,0,0,2,0,0,0,1,1
AQP4,20,17,32,20,17,17,23,18,28,402,23,1672,31,2547,6
CHST9,168,186,123,83,76,115,185,125,147,0,112,9,208,16,107
ATP6V1E1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01908,1,1,0,0,2,0,5,0,3,0,2,0,2,2,0
None,2,0,0,0,0,0,1,1,1,0,0,0,5,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UBA52P9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
RBM22P1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
PA2G4P3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDH2,8855,13885,8942,4680,5664,7138,7673,6561,8114,2164,5480,2451,10827,754,6939
None,17,11,8,5,15,9,16,5,16,4,5,7,14,4,12
None,6,9,2,3,5,17,7,19,8,0,8,2,8,2,8
ARIH2P1,5,8,3,3,6,5,4,3,6,0,6,0,0,2,1
None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-408P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
None,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
None,5,0,0,1,0,3,2,0,1,0,1,0,0,0,0
None,12,18,12,2,1,11,12,13,26,0,9,0,17,1,8
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0
None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RNU6-857P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DSC3,973,6226,1335,1694,840,2284,1940,2540,707,10,952,3,5388,6,3343
DSC2,14356,28838,17871,15404,12687,18685,18122,19316,15530,108,13189,138,23940,56,16539
DSCAS,6,8,4,4,1,3,16,4,4,1,2,1,3,0,3
DSC1,39,80,61,26,25,53,34,61,19,1,29,4,77,3,32
None,0,3,1,0,2,0,6,0,2,1,2,1,2,4,1
DSG1,13,36,24,17,5,6,13,9,3,0,4,4,52,1,28
DSG1-AS1,18,39,11,16,4,5,9,6,5,0,2,0,43,0,8
RNU6-167P,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0
DSG4,6,9,9,3,0,2,8,2,1,1,4,0,11,0,11
Y_RNA,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2
DSG3,436,424,1068,255,561,385,894,347,397,0,585,0,368,0,202
None,15,17,5,2,0,3,9,8,5,0,1,0,13,3,6
DSG2,27090,61838,46245,40689,30260,40559,36448,41973,36303,18,33282,20,52908,51,26396
DSG2-AS1,44,54,35,46,41,86,55,92,34,0,55,0,51,0,42
TTR,148,23,22,8,10,10,5,10,27,0,15,1,27,4,25
B4GALT6,1509,3620,1240,1518,576,1803,1892,1980,1241,53,811,41,3558,122,2073
None,258,190,79,67,34,96,91,90,99,4,41,5,136,4,179
RN7SKP44,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LRRC37A7P,1,1,0,0,0,0,3,0,0,2,0,1,1,4,2
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A52,1,0,0,3,0,0,0,0,0,4,0,0,0,0,0
TRAPPC8,3884,9964,3754,7569,2055,6555,8725,6813,3519,1411,2613,2146,8157,683,4325
None,7,5,5,3,2,4,8,9,6,0,10,2,6,0,3
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2
None,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
None,0,3,4,1,0,6,7,9,4,2,1,3,5,4,4
RNU6-1050P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
None,60,167,26,43,29,66,413,70,48,13,49,23,86,37,53
PGDP1,4,1,5,0,1,2,0,2,3,1,3,1,3,1,1
None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
RNF125,159,88,175,152,105,210,143,228,220,497,98,880,121,152,66
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,1,0,0,0,0,0,0,4,1,7,0,11,0
None,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0
None,0,1,1,0,1,0,0,0,1,0,1,1,0,1,1
None,1,0,3,0,0,2,4,1,4,10,0,7,0,1,0
RNF138,1485,5208,1471,2695,797,3021,2444,3767,2239,519,975,942,5965,238,3300
None,8,3,10,13,10,8,6,8,10,8,9,5,7,2,10
GAREM1,362,361,414,516,371,729,580,669,328,120,467,146,374,150,278
RNA5SP453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MEP1B,3,2,3,1,21,11,3,5,0,4,9,3,3,5,2
CLUHP6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
None,0,0,0,0,1,1,0,0,0,2,3,0,0,0,0
Y_RNA,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
None,5,7,5,3,2,5,1,2,6,1,10,0,1,0,1
HNRNPA1P7,1,0,1,1,3,0,0,4,2,1,1,0,1,0,0
WBP11P1,2,2,1,0,1,3,2,0,0,0,3,0,1,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
KLHL14,51,43,18,23,29,48,100,46,50,23,35,4,20,5,38
None,3,3,3,4,2,1,4,4,13,0,1,0,2,1,2
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CCDC178,8,4,2,3,1,1,3,3,4,6,2,8,6,10,1
None,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ASXL3-DT,1,1,1,3,1,1,0,1,1,0,3,0,1,0,2
ASXL3,987,747,872,1436,463,2146,576,2188,837,33,534,28,908,289,1023
NOL4,62,718,199,175,35,205,993,203,35,25,46,26,411,69,212
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,1,1,0,1,0,2,1,1,0,0,0,0,4,0,1
None,0,6,8,9,3,9,8,15,4,0,2,0,5,1,3
None,0,0,0,0,0,0,0,0,2,0,0,0,1,5,1
DTNA,736,4088,2828,4432,2519,5328,5208,5170,3350,802,3804,2937,2826,4160,1272
None,0,0,3,1,2,0,1,4,0,0,4,0,1,0,2
None,0,4,6,0,0,2,5,1,0,0,2,0,0,0,0
None,0,0,0,0,0,5,0,3,2,0,1,0,0,0,0
None,0,1,3,0,1,0,6,0,1,0,2,0,2,8,2
MAPRE2,2929,4069,3400,2557,2787,3852,7912,3623,4221,1735,3182,2279,2802,1822,1259
None,0,0,0,0,1,0,0,0,0,10,1,1,0,4,0
None,3,1,2,0,3,0,0,1,2,2,2,2,1,7,1
ZNF397,2111,1016,1915,1482,1416,1957,1469,2042,2529,1141,2119,1267,1292,875,632
ZSCAN30,1957,3791,2301,3580,833,3277,2820,3420,3052,804,1278,1029,3314,778,2085
None,116,105,79,48,45,77,64,62,165,37,64,31,80,1,34
None,5,2,6,2,5,6,10,4,10,17,9,17,5,22,4
None,95,126,65,124,94,303,227,285,103,20,144,44,101,17,119
ZNF271P,2075,3919,1100,2065,564,1813,2454,1854,1790,1235,710,1513,3264,910,2092
None,13,6,3,7,1,3,11,8,7,9,2,13,0,10,1
ZNF24,5841,15080,6232,10530,3860,12867,8971,12566,8264,2875,4835,3926,13432,1816,8390
ZNF396,185,121,110,99,41,81,87,111,177,43,43,57,164,66,87
RPL7AP67,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0
None,0,0,1,1,1,1,1,0,1,3,1,0,0,0,0
ZNF24TR,2,1,2,4,6,1,10,2,1,4,8,0,2,1,2
None,4,2,3,4,5,6,2,5,3,0,8,0,1,0,1
INO80C,625,603,416,368,259,537,554,482,469,235,318,250,520,526,402
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,3,1,3,0,2,1,7,2,5,0,2,0,1,0,1
GALNT1,6089,2606,5047,2932,3044,4639,1797,3990,5455,1206,3317,1360,2823,562,1538
None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
None,6,0,1,0,0,1,0,1,1,4,1,1,1,3,2
NRBF2P1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MIR187,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MIR3929,1,1,2,1,7,3,0,8,1,0,12,0,4,0,0
None,2,2,1,2,1,1,0,0,0,0,3,1,0,3,0
C18orf21,855,1184,721,1150,511,1147,1049,1096,707,205,648,246,1146,294,694
None,32,18,13,15,16,13,28,16,16,4,15,1,13,1,7
RPRD1A,5186,9763,4911,7627,2995,7283,5163,7722,5919,1549,3929,2956,8961,1390,4822
SLC39A6,5070,3838,3924,3731,3611,4102,2795,4023,4298,1005,4263,1430,3717,803,2091
ELP2,5677,7728,5593,9266,5855,8764,8925,8833,6383,1803,6905,2488,6929,2725,3978
COSMOC,4,5,10,2,4,4,2,3,11,4,5,20,1,8,4
MOCOS,277,177,215,123,142,192,89,148,203,57,186,134,230,31,132
None,11,4,2,1,0,5,11,4,5,3,7,7,8,8,2
None,2,0,1,0,0,0,1,0,0,1,1,1,2,0,1
None,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
FHOD3,340,569,323,304,155,462,326,373,561,32,207,49,663,165,379
TPGS2,8808,5250,6756,6246,6113,7206,4690,6691,6898,1001,6314,1625,4946,1450,3842
KIAA1328,527,688,492,783,257,907,577,887,458,328,357,440,713,410,484
None,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4
None,19,20,14,14,19,14,13,22,22,3,25,9,26,33,24
CELF4,77,501,76,248,89,356,384,396,147,377,141,273,423,2075,256
None,24,20,19,23,6,16,5,14,17,27,14,16,14,96,19
None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL12P40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RN7SKP182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNU6-706P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR924HG,119,294,181,196,25,312,171,284,97,6,43,4,375,3,140
RPL7AP66,40,7,29,12,23,19,9,14,20,17,36,5,4,4,7
MIR5583-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
RNU6-1242P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01901,2,5,4,0,3,2,6,0,5,0,2,0,2,6,1
None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC01477,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
RPL17P45,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
KC6,859,742,767,426,235,604,921,664,1054,0,376,0,870,4,377
NPM1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PIK3C3,2958,6472,4215,6305,2686,6873,7085,6698,4573,1518,3362,1991,5237,1382,2369
None,5,9,16,10,9,16,11,23,15,2,17,2,5,1,6
None,0,3,2,2,0,0,1,0,0,1,0,5,1,7,2
LINC00907,15,10,3,3,3,8,10,9,8,12,4,6,8,28,2
RNA5SP454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIT2,2,2,3,2,1,0,1,1,2,6,1,9,1,16,2
SYT4,5,17,2,0,1,6,144,3,1,35,4,70,18,299,5
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
RNA5SP455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KRT8P5,11,10,5,11,10,12,13,9,8,0,15,0,10,0,6
LINC01478,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0
MLECP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SETBP1-DT,103,100,34,37,12,27,73,23,73,56,2,38,71,59,66
SETBP1,1825,4120,2127,2652,657,3097,3344,3099,1577,664,740,792,3502,311,2711
None,0,0,0,0,6,1,3,0,0,0,1,0,1,0,14
MIR4319,0,1,1,0,0,1,0,0,0,0,0,0,2,0,5
None,5,2,1,4,0,4,1,3,4,0,4,1,15,17,20
None,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1
SLC14A2,5,11,9,11,2,11,4,4,12,8,5,1,10,7,9
SLC14A2-AS1,1,0,1,0,0,0,0,0,0,4,0,3,0,6,1
None,1,1,3,1,0,1,2,1,1,2,0,3,0,3,0
None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
None,5,1,3,3,3,3,3,5,9,0,4,0,4,0,0
None,2,0,0,7,1,11,2,10,2,2,2,0,3,0,2
SLC14A1,3,1,3,3,1,5,1,3,5,89,3,195,3,504,1
None,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SIGLEC15,4,2,7,7,12,7,4,6,8,2,31,4,7,5,10
EPG5,3427,4464,3631,4888,3926,5347,8935,4853,3096,955,4902,1469,3422,603,2430
PSTPIP2,4653,15861,8503,7148,5697,8525,12139,7683,8539,127,7763,210,12405,176,6164
RN7SKP26,18,23,38,19,22,9,23,12,28,1,28,1,35,0,27
None,23,53,6,5,16,10,24,7,18,2,15,11,34,2,41
RNY4P37,2,1,0,0,0,0,0,0,0,0,0,2,0,2,1
ATP5F1A,39191,41457,32997,37941,34351,38867,38102,37192,29381,8247,35856,11724,34618,9293,20821
HAUS1,2871,1939,2153,1955,1405,2405,1859,2245,2382,614,1928,928,2225,392,1230
RNU6-1278P,3,0,2,0,1,1,1,1,1,0,2,0,0,1,0
C18orf25,2530,6318,4133,5685,4166,5816,5342,5695,4240,933,5005,1275,5285,530,3439
RNF165,197,12,778,304,327,381,70,357,539,73,354,66,21,447,10
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOXHD1,4,3,0,2,3,1,6,3,3,3,2,0,3,32,0
ST8SIA5,18,16,8,25,20,23,34,13,26,76,18,42,13,606,16
None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ST8SIA5-DT,5,3,1,2,5,0,14,3,7,2,2,2,3,17,4
None,16,7,8,10,10,3,4,3,13,6,6,6,4,32,15
PIAS2,1726,2417,2770,5257,1630,5957,2463,6521,3067,795,2238,1376,2355,1633,1933
None,0,0,6,5,13,15,4,8,1,0,5,0,1,2,4
None,0,0,0,1,0,0,0,0,1,0,1,0,0,0,5
KATNAL2,815,690,733,487,438,543,282,567,786,115,513,177,668,259,349
None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
ELOA3CP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELOA2,1,3,2,0,3,2,6,2,1,0,0,0,5,0,5
None,8,7,2,2,5,1,8,2,8,3,8,7,6,27,6
None,0,5,4,1,2,0,4,0,3,1,0,2,6,1,0
None,24,33,14,9,8,6,5,4,27,15,13,12,11,7,30
HDHD2,1891,1816,1631,2084,942,2254,1612,2223,1490,824,1108,1200,1693,545,955
None,1,1,0,0,3,1,0,0,2,0,1,1,0,0,0
None,4,2,4,6,2,1,6,5,6,1,3,0,2,1,3
IER3IP1,1152,1045,1028,1193,653,1497,738,1548,1441,624,933,1472,1359,344,752
SKOR2,0,1,0,1,1,1,2,0,1,0,0,0,0,0,0
RNU6-1131P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR4527HG,0,0,0,0,0,0,1,0,0,0,0,0,0,5,1
MIR4527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TPMTP1,2,7,2,4,3,8,1,5,9,1,3,2,12,2,4
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SMAD2,5271,8763,7957,7392,5280,8111,7333,7903,5877,1526,6361,2310,7759,1350,6114
MTCO2P2,13,4,11,3,10,9,5,5,6,23,14,64,1,25,3
None,3,1,6,8,37,8,8,6,3,0,34,0,1,0,5
None,3,0,7,0,6,3,3,1,2,5,9,1,2,13,6
None,2,1,3,0,4,4,7,1,1,0,10,0,5,0,6
ZBTB7C,127,112,153,241,188,237,168,170,81,109,198,87,92,207,89
None,1,1,0,1,1,1,0,0,1,10,0,3,1,8,1
RNU6-708P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ZBTB7C-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP456,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POLR3GP2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CTIF,1134,5063,1694,2770,1708,2316,4971,2397,1633,1275,1791,1581,3292,2346,1834
None,2,3,4,2,5,4,5,3,1,5,4,12,3,109,20
None,0,2,0,2,0,0,2,0,0,0,1,0,3,0,5
MIR4743,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
None,0,1,0,0,0,3,5,0,0,0,2,0,4,1,6
None,0,11,1,1,1,2,10,0,4,0,1,2,12,0,5
None,1,15,2,7,5,8,33,10,1,2,9,1,4,0,20
SMAD7,1369,3972,2494,2138,1243,2267,2644,2118,2224,860,1151,664,1985,265,2059
None,3,4,2,0,1,2,1,1,2,1,3,0,3,3,2
None,0,5,0,0,0,0,0,2,0,0,0,0,2,0,0
DYM-AS1,6,5,6,5,6,4,1,2,8,6,4,10,1,4,5
DYM,3143,3389,4409,5069,4402,5097,2746,5110,3573,901,4851,1521,2959,770,2067
MIR4744,0,0,1,0,0,0,2,0,0,0,1,0,0,2,0
None,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
None,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0
None,0,1,2,0,3,0,1,0,0,0,5,2,0,4,5
None,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0
PRR13P4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
C18orf32,266,137,162,127,293,122,110,85,163,284,264,335,85,257,86
RPL17-C18orf32,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0
None,26,6,12,12,27,12,10,6,15,8,14,8,12,0,4
None,8,1,1,5,26,1,4,5,9,2,15,1,6,2,2
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPL17,3558,2469,3055,2343,4378,2650,2426,2449,3394,515,4960,655,2185,455,1266
SNORD58C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD58A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNORD58B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SRP72P1,0,1,1,0,0,2,5,0,0,0,1,0,1,0,0
LINC02837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIPG,4137,1280,4339,791,5173,881,1522,681,3832,299,4146,13,1431,12,939
SMUG1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0
ACAA2,4017,3657,3387,3827,3440,4298,3120,4208,3941,1239,4008,1524,3473,1178,2047
None,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0
SNHG22,34,27,56,41,75,36,44,23,41,29,93,29,22,114,39
SCARNA17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MYO5B,7724,9254,8899,8200,9157,8574,8584,8381,8184,23,9002,15,7699,39,5003
Y_RNA,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0
RNA5SP457,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
None,0,2,0,1,17,3,5,1,1,0,22,0,0,0,3
ADAD1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
RN7SL310P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CFAP53,62,156,73,126,87,104,175,124,79,26,66,38,125,85,47
None,8,21,4,9,4,4,14,8,6,4,3,2,8,6,8
MBD1,4658,8257,4165,7329,3327,6504,8045,6434,3911,2293,3794,2884,5745,2168,4739
CXXC1,2776,3059,1861,2568,2002,2444,2636,2379,1834,1664,2115,1937,2258,3178,2074
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SKA1,1249,1207,1251,760,293,1063,951,984,709,1,358,9,1230,1,923
RPLP0P11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MAPK4,378,181,859,392,161,556,95,514,492,210,154,173,186,471,130
None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRO,18,2,7,6,5,17,13,17,42,305,12,628,3,804,2
HNRNPA3P16,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
RPL17P46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ME2,3222,3535,2794,2809,2167,3593,2043,3483,2436,844,2441,989,3455,499,2101
Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ELAC1,589,553,294,354,112,479,303,520,352,224,140,332,623,262,471
None,2,3,1,0,1,9,0,2,3,0,3,2,1,2,2
